Park Code,Park Name,Scientific Name,Common Names,Family
WICR,Wilson's Creek National Battlefield,Carex molesta,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex muehlenbergii,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex muehlenbergii var. australis,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex muehlenbergii var. enervis,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex oligocarpa,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex retroflexa,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex shortiana,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex stipata,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex texensis,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Carex vulpinoidea,Sedge,Cyperaceae
WICR,Wilson's Creek National Battlefield,Scleria triglomerata,Whipgrass,Cyperaceae
WICR,Wilson's Creek National Battlefield,Aegilops cylindrica,Jointed goat-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Agrostis gigantea,Redtop bent-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Andropogon gerardii,Big bluestem,Poaceae
WICR,Wilson's Creek National Battlefield,Bouteloua curtipendula,Side-oats gramma-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Bouteloua gracilis,Blue gramma-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus hordeaceus ssp. hordeaceus,Soft brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus inermis,Smooth brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus kalmii,arctic brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus latiglumis,earlyleaf brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus pubescens,hairy woodland brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus racemosus,bald brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus secalinus,Cheat; chess,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus sterilis,Barren brome,Poaceae
WICR,Wilson's Creek National Battlefield,Bromus tectorum,"Junegrass, downy chess",Poaceae
WICR,Wilson's Creek National Battlefield,Buchloe dactyloides,Buffalo-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dactylis glomerata,Orchard grass,Poaceae
WICR,Wilson's Creek National Battlefield,Danthonia spicata,Poverty oatgrass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium acuminatum,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium acuminatum var. fasciculatum,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium acuminatum var. lindheimeri,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium clandestinum,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium commutatum,Panic-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium dichotomum,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium latifolium,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium linearifolium,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium malacophyllum,Dichanthelium,Poaceae
WICR,Wilson's Creek National Battlefield,Dichanthelium oligosanthes,Panic grass,Poaceae
WICR,Wilson's Creek National Battlefield,Digitaria cognata var. cognata,Crabgrass,Poaceae
WICR,Wilson's Creek National Battlefield,Digitaria filiformis,Crab-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Digitaria ischaemum,Smooth grab-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Digitaria sanguinalis,Northern crab-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Echinochloa muricata,Barnyard-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Eleusine indica,Yard-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Elymus hystrix var. bigeloviana,Bottlebrush-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Elymus hystrix var. hystrix,Bottlebrush-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Elymus riparius,Streambank wild rye,Poaceae
WICR,Wilson's Creek National Battlefield,Elymus villosus,Downy wild rye,Poaceae
WICR,Wilson's Creek National Battlefield,Elymus virginicus,Virginia wild rye,Poaceae
WICR,Wilson's Creek National Battlefield,Elytrigia repens var. repens,Quack-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Eragrostis cilianensis,Stink-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Eragrostis frankii,Lovegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Eragrostis minor,Lovegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Eragrostis spectabilis,Purple lovegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Festuca paradoxa,Fescue,Poaceae
WICR,Wilson's Creek National Battlefield,Festuca rubra,Red fescue,Poaceae
WICR,Wilson's Creek National Battlefield,Festuca subverticillata,Nodding fescue,Poaceae
WICR,Wilson's Creek National Battlefield,Glyceria striata,Fowl mannagrass,Poaceae
WICR,Wilson's Creek National Battlefield,Holcus lanatus,Common velvet-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Hordeum pusillum,Little barley,Poaceae
WICR,Wilson's Creek National Battlefield,Koeleria macrantha,Junegrass (p. 761),Poaceae
WICR,Wilson's Creek National Battlefield,Leersia virginica,White grass,Poaceae
WICR,Wilson's Creek National Battlefield,Lolium arundinaceum,tall fescue,Poaceae
WICR,Wilson's Creek National Battlefield,Lolium perenne ssp. multiflorum,Ryegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Lolium pratense,"meadow fescue, meadow ryegrass",Poaceae
WICR,Wilson's Creek National Battlefield,Lolium temulentum,Grass,Poaceae
WICR,Wilson's Creek National Battlefield,Melica nitens,Three-flower melic,Poaceae
WICR,Wilson's Creek National Battlefield,Muhlenbergia schreberi,Nimblewill,Poaceae
WICR,Wilson's Creek National Battlefield,Muhlenbergia sobolifera,Muhly,Poaceae
WICR,Wilson's Creek National Battlefield,Panicum capillare,Witch-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Panicum flexile,Wiry witch-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Panicum virgatum,Switchgrass,Poaceae
WICR,Wilson's Creek National Battlefield,Paspalum dilatatum,Dallis grass,Poaceae
WICR,Wilson's Creek National Battlefield,Paspalum pubiflorum var. glabrum,Bead-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Paspalum setaceum,Bead-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Pennisetum glaucum,Grass,Poaceae
WICR,Wilson's Creek National Battlefield,Phalaris arundinacea,Reed canary-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Phleum pratense,Timothy,Poaceae
WICR,Wilson's Creek National Battlefield,Poa annua,Speargrass,Poaceae
WICR,Wilson's Creek National Battlefield,Poa chapmaniana,Bluegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Poa compressa,Canada bluegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Poa pratensis,Kentucky bluegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Poa sylvestris,Forest bluegrass,Poaceae
WICR,Wilson's Creek National Battlefield,Schizachyrium scoparium,Little bluestem,Poaceae
WICR,Wilson's Creek National Battlefield,Setaria faberi,Nodding or giant foxtail-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Setaria parviflora,Foxtail-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Setaria viridis,Green foxtail-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Sorghastrum nutans,Indian grass,Poaceae
WICR,Wilson's Creek National Battlefield,Sorghum halepense,Johnson-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Sphenopholis obtusata,Wedge-grass,Poaceae
WICR,Wilson's Creek National Battlefield,Sporobolus asper,Tall dropseed,Poaceae
WICR,Wilson's Creek National Battlefield,Sporobolus heterolepis,Prairie dropseed,Poaceae
WICR,Wilson's Creek National Battlefield,Tridens flavus,Purpletop,Poaceae
WICR,Wilson's Creek National Battlefield,Triticum aestivum,Common wheat,Poaceae
WICR,Wilson's Creek National Battlefield,Vulpia myuros,Rat-tail fescue,Poaceae
WICR,Wilson's Creek National Battlefield,Vulpia octoflora,Six-weeks fescue,Poaceae
WICR,Wilson's Creek National Battlefield,Asplenium platyneuron,Ebony spleenwort,Aspleniaceae
WICR,Wilson's Creek National Battlefield,Pellaea atropurpurea,Purple cliff-brake,Pteridaceae
WICR,Wilson's Creek National Battlefield,Woodsia obtusa,Blunt cliff fern,Woodsiaceae
WICR,Wilson's Creek National Battlefield,Platanus occidentalis,"Sycamore, buttonwood",Platanaceae
WICR,Wilson's Creek National Battlefield,Podophyllum peltatum,"May-apple, mandrake",Berberidaceae
WICR,Wilson's Creek National Battlefield,Cocculus carolinus,Carolina moonseed,Menispermaceae
WICR,Wilson's Creek National Battlefield,Menispermum canadense,Moonseed,Menispermaceae
WICR,Wilson's Creek National Battlefield,Papaver dubium,Blindeyes,Papaveraceae
WICR,Wilson's Creek National Battlefield,Sanguinaria canadensis,Bloodroot,Papaveraceae
WICR,Wilson's Creek National Battlefield,Anemone canadensis,Canadian anemone,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Anemone virginiana,"Tall anemone, thimbleweed",Ranunculaceae
WICR,Wilson's Creek National Battlefield,Clematis pitcheri,Clematis,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Delphinium carolinianum ssp. virescens,Prairie larkspur,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Delphinium tricorne,Dwarf larkspur,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Ranunculus abortivus,Small-flowered crowfoot,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Ranunculus fascicularis,Thick-root buttercup,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Ranunculus hispidus,Hispid buttercup,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Ranunculus hispidus var. nitidus,Hispid buttercup,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Ranunculus micranthus,Small-flowered crowfoot,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Thalictrum dioicum,Early meadow-rue,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Thalictrum thalictroides,Meadow-rue,Ranunculaceae
WICR,Wilson's Creek National Battlefield,Celtis laevigata,Southern hackberry,Cannabaceae
WICR,Wilson's Creek National Battlefield,Celtis laevigata var. texana,Texan sugarberry,Cannabaceae
WICR,Wilson's Creek National Battlefield,Celtis occidentalis,Northern hackberry,Cannabaceae
WICR,Wilson's Creek National Battlefield,Celtis tenuifolia,Dwarf hackberry,Cannabaceae
WICR,Wilson's Creek National Battlefield,Humulus japonicus,Japanese hops,Cannabaceae
WICR,Wilson's Creek National Battlefield,Maclura pomifera,Osage-orange,Moraceae
WICR,Wilson's Creek National Battlefield,Morus alba,White mulberry,Moraceae
WICR,Wilson's Creek National Battlefield,Morus rubra,Red mulberry,Moraceae
WICR,Wilson's Creek National Battlefield,Ceanothus americanus,"New Jersey tea, redroot",Rhamnaceae
WICR,Wilson's Creek National Battlefield,Ceanothus herbaceus,Prairie-redroot,Rhamnaceae
WICR,Wilson's Creek National Battlefield,Agrimonia pubescens,"Downy agrimony, harvest lice",Rosaceae
WICR,Wilson's Creek National Battlefield,Amelanchier arborea,Downy serviceberry,Rosaceae
WICR,Wilson's Creek National Battlefield,Crataegus chrysocarpa,Fireberry hawthorn,Rosaceae
WICR,Wilson's Creek National Battlefield,Crataegus crus-galli,Cockspur-thorn,Rosaceae
WICR,Wilson's Creek National Battlefield,Crataegus disperma,Hawthorn,Rosaceae
WICR,Wilson's Creek National Battlefield,Crataegus punctata,Dotted hawthorn,Rosaceae
WICR,Wilson's Creek National Battlefield,Crataegus spathulata,Littlehip hawthorn,Rosaceae
WICR,Wilson's Creek National Battlefield,Crataegus uniflora,Oneflower hawthorn,Rosaceae
WICR,Wilson's Creek National Battlefield,Fragaria virginiana,Thick-leaved wild strawberry,Rosaceae
WICR,Wilson's Creek National Battlefield,Fragaria virginiana ssp. grayana,Thick-leaved wild strawberry,Rosaceae
WICR,Wilson's Creek National Battlefield,Geum canadense,White avens,Rosaceae
WICR,Wilson's Creek National Battlefield,Geum canadense var. camporum,White avens,Rosaceae
WICR,Wilson's Creek National Battlefield,Geum vernum,Spring avens,Rosaceae
WICR,Wilson's Creek National Battlefield,Malus ioensis,Prairie crab-apple,Rosaceae
WICR,Wilson's Creek National Battlefield,Potentilla recta,Sulphur five-fingers,Rosaceae
WICR,Wilson's Creek National Battlefield,Potentilla simplex,Old-field five-fingers,Rosaceae
WICR,Wilson's Creek National Battlefield,Prunus americana,Wild plum,Rosaceae
WICR,Wilson's Creek National Battlefield,Prunus angustifolia,Chickasaw plum,Rosaceae
WICR,Wilson's Creek National Battlefield,Prunus mexicana,Bigtree-plum,Rosaceae
WICR,Wilson's Creek National Battlefield,Prunus serotina,Wild black cherry,Rosaceae
WICR,Wilson's Creek National Battlefield,Rosa carolina,Pasture rose,Rosaceae
WICR,Wilson's Creek National Battlefield,Rosa micrantha,"Eglantine, sweetbrier",Rosaceae
WICR,Wilson's Creek National Battlefield,Rosa multiflora,Multiflora rose,Rosaceae
WICR,Wilson's Creek National Battlefield,Rosa setigera,Climbing prairie rose,Rosaceae
WICR,Wilson's Creek National Battlefield,Rosa setigera var. tomentosa,Climbing prairie-rose,Rosaceae
WICR,Wilson's Creek National Battlefield,Rubus flagellaris,Northern dewberry,Rosaceae
WICR,Wilson's Creek National Battlefield,Rubus mollior,Bramble,Rosaceae
WICR,Wilson's Creek National Battlefield,Rubus occidentalis,"Black raspberry, black-cap",Rosaceae
WICR,Wilson's Creek National Battlefield,Ulmus americana,White or American elm,Ulmaceae
WICR,Wilson's Creek National Battlefield,Ulmus pumila,Elm,Ulmaceae
WICR,Wilson's Creek National Battlefield,Ulmus rubra,Slippery or red elm,Ulmaceae
WICR,Wilson's Creek National Battlefield,Boehmeria cylindrica,False nettle,Urticaceae
WICR,Wilson's Creek National Battlefield,Laportea canadensis,Nettle,Urticaceae
WICR,Wilson's Creek National Battlefield,Parietaria pensylvanica,Pellitory,Urticaceae
WICR,Wilson's Creek National Battlefield,Pilea pumila,Clearweed,Urticaceae
WICR,Wilson's Creek National Battlefield,Comandra umbellata,Bastard toad-flax,Santalaceae
WICR,Wilson's Creek National Battlefield,Rhus aromatica,Squaw-bush,Anacardiaceae
WICR,Wilson's Creek National Battlefield,Rhus copallinum,Shining sumac,Anacardiaceae
WICR,Wilson's Creek National Battlefield,Rhus glabra,Smooth sumac,Anacardiaceae
WICR,Wilson's Creek National Battlefield,Toxicodendron radicans,Common poison-ivy,Anacardiaceae
WICR,Wilson's Creek National Battlefield,Ptelea trifoliata,Common hop-tree,Rutaceae
WICR,Wilson's Creek National Battlefield,Zanthoxylum americanum,Common prickly ash,Rutaceae
WICR,Wilson's Creek National Battlefield,Acer negundo,Boxelder maple,Sapindaceae
WICR,Wilson's Creek National Battlefield,Acer saccharinum,Silver maple,Sapindaceae
WICR,Wilson's Creek National Battlefield,Acer saccharum,Sugar maple,Sapindaceae
WICR,Wilson's Creek National Battlefield,Aesculus glabra,Ohio buckeye,Sapindaceae
WICR,Wilson's Creek National Battlefield,Sedum pulchellum,Stonecrop,Crassulaceae
WICR,Wilson's Creek National Battlefield,Ribes missouriense,Missouri gooseberry,Grossulariaceae
WICR,Wilson's Creek National Battlefield,Calystegia sepium,Hedge-bindweed,Convolvulaceae
WICR,Wilson's Creek National Battlefield,Calystegia sepium ssp. americana,Hedge-bindweed,Convolvulaceae
WICR,Wilson's Creek National Battlefield,Convolvulus arvensis,Field-bindweed,Convolvulaceae
WICR,Wilson's Creek National Battlefield,Ipomoea hederacea,Ivy-leaved morning-glory,Convolvulaceae
WICR,Wilson's Creek National Battlefield,Ipomoea pandurata,Wild potato,Convolvulaceae
WICR,Wilson's Creek National Battlefield,Datura stramonium,Jimson weed,Solanaceae
WICR,Wilson's Creek National Battlefield,Physalis heterophylla,Clammy ground cherry,Solanaceae
WICR,Wilson's Creek National Battlefield,Physalis hispida,Plains-sandhill ground cherry,Solanaceae
WICR,Wilson's Creek National Battlefield,Physalis longifolia,Longflower ground cherry,Solanaceae
WICR,Wilson's Creek National Battlefield,Physalis longifolia var. subglabrata,Longflower ground cherry,Solanaceae
WICR,Wilson's Creek National Battlefield,Physalis pumila,Prairie ground cherry,Solanaceae
WICR,Wilson's Creek National Battlefield,Solanum carolinense,Horse-nettle,Solanaceae
WICR,Wilson's Creek National Battlefield,Ampelopsis cordata,Raccoon-grape,Vitaceae
WICR,Wilson's Creek National Battlefield,Parthenocissus quinquefolia,"Virginia-creeper, woodbine",Vitaceae
WICR,Wilson's Creek National Battlefield,Vitis aestivalis,"Summer grape, pigeon grape",Vitaceae
WICR,Wilson's Creek National Battlefield,Vitis cinerea,"Graybark grape, pigeon grape",Vitaceae
WICR,Wilson's Creek National Battlefield,Vitis labrusca,Fox grape,Vitaceae
WICR,Wilson's Creek National Battlefield,Vitis vulpina,frost grape,Vitaceae
