Park Code,Park Name,Scientific Name,Common Names,Family
OZAR,Ozark National Scenic Riverways,Teucrium canadense,"American germander, Canada germander, Virginia germander",Lamiaceae
OZAR,Ozark National Scenic Riverways,Trichostema dichotomum,"blue curls, forked bluecurls",Lamiaceae
OZAR,Ozark National Scenic Riverways,Fraxinus americana,white ash,Oleaceae
OZAR,Ozark National Scenic Riverways,Fraxinus pennsylvanica,green ash,Oleaceae
OZAR,Ozark National Scenic Riverways,Fraxinus quadrangulata,blue ash,Oleaceae
OZAR,Ozark National Scenic Riverways,Agalinis tenuifolia,"slenderleaf false foxglove, slender-leaf false foxglove",Orobanchaceae
OZAR,Ozark National Scenic Riverways,Aureolaria flava,smooth yellow false foxglove,Orobanchaceae
OZAR,Ozark National Scenic Riverways,Aureolaria pectinata,combleaf yellow false foxglove,Orobanchaceae
OZAR,Ozark National Scenic Riverways,Castilleja coccinea,"Indian paintbrush, scarlet Indian paintbrush",Orobanchaceae
OZAR,Ozark National Scenic Riverways,Dasistoma macrophylla,"mullein foxglove, mullein seymeria",Orobanchaceae
OZAR,Ozark National Scenic Riverways,Orobanche uniflora,"naked broomrape, naked broom-rape, oneflowered broomrape",Orobanchaceae
OZAR,Ozark National Scenic Riverways,Pedicularis canadensis,"Canadian lousewort, early lousewort",Orobanchaceae
OZAR,Ozark National Scenic Riverways,Pedicularis lanceolata,swamp lousewort,Orobanchaceae
OZAR,Ozark National Scenic Riverways,Mimulus alatus,sharpwing monkeyflower,Phrymaceae
OZAR,Ozark National Scenic Riverways,Mimulus ringens var. minthodes,,Phrymaceae
OZAR,Ozark National Scenic Riverways,Phryma leptostachya,"American lopseed, lopseed",Phrymaceae
OZAR,Ozark National Scenic Riverways,Conobea multifida,narrowleaf paleseed,Plantaginaceae
OZAR,Ozark National Scenic Riverways,Kickxia elatine,"cancerwort, fluvellin, roundleaf fluvellin, sharpleaf cancerwort, sharppoint fluvellin",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Penstemon digitalis,talus slope penstemon,Plantaginaceae
OZAR,Ozark National Scenic Riverways,Penstemon pallidus,pale beardtongue,Plantaginaceae
OZAR,Ozark National Scenic Riverways,Plantago aristata,"bottlebrush Indianwheat, largebracted plantain",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Plantago cordata,"heartleaf plantain, heart-leaved plantain",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Plantago lanceolata,"buckhorn plantain, English plantain, lanceleaf Indianwheat, lanceleaf plantain, narrowleaf plantain, ribgrass, ribwort",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Plantago major,"broadleaf plantain, buckhorn plantain, common plantain, great plantain, rippleseed plantain",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Plantago rugelii,"blackseed plantain, black-seed plantain, Rugel's plantain",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Veronica americana,"American speedwell, brooklime",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Veronica arvensis,"common speedwell, corn speedwell, rock speedwell, wall speedwell",Plantaginaceae
OZAR,Ozark National Scenic Riverways,Veronicastrum virginicum,Culver's root,Plantaginaceae
OZAR,Ozark National Scenic Riverways,Scrophularia marilandica,"carpenter's square, Maryland figwort",Scrophulariaceae
OZAR,Ozark National Scenic Riverways,Verbascum blattaria,"moth mullein, white moth mullein",Scrophulariaceae
OZAR,Ozark National Scenic Riverways,Verbascum thapsus,"big taper, common mullein, flannel mullein, flannel plant, great mullein, mullein, velvet dock, velvet plant, woolly mullein",Scrophulariaceae
OZAR,Ozark National Scenic Riverways,Glandularia canadensis,"rose mock vervain, rose verbena",Verbenaceae
OZAR,Ozark National Scenic Riverways,Phyla lanceolata,"frog fruit, lanceleaf fogfruit, lanceleaf frog fruit, lanceleaf frogfruit, northern fogfruit",Verbenaceae
OZAR,Ozark National Scenic Riverways,Verbena simplex,"narrowleaf vervain, narrow-leaved vervain, simple verbena",Verbenaceae
OZAR,Ozark National Scenic Riverways,Verbena stricta,"hoary verbena, hoary vervain, tall vervain, woolly verbena",Verbenaceae
OZAR,Ozark National Scenic Riverways,Verbena urticifolia,white vervain,Verbenaceae
OZAR,Ozark National Scenic Riverways,Lindera benzoin,"northern spicebush, spicebush",Lauraceae
OZAR,Ozark National Scenic Riverways,Sassafras albidum,sassafras,Lauraceae
OZAR,Ozark National Scenic Riverways,Uvularia grandiflora,"largeflower bellwort, large-flower bellwort",Colchicaceae
OZAR,Ozark National Scenic Riverways,Trillium sessile,toadshade,Melanthiaceae
OZAR,Ozark National Scenic Riverways,Veratrum woodii,Wood's bunchflower,Melanthiaceae
OZAR,Ozark National Scenic Riverways,Zigadenus elegans,mountain deathcamas,Melanthiaceae
OZAR,Ozark National Scenic Riverways,Smilax bona-nox,saw greenbrier,Smilacaceae
OZAR,Ozark National Scenic Riverways,Smilax bona-nox var. hederifolia,,Smilacaceae
OZAR,Ozark National Scenic Riverways,Smilax glauca,"cat greenbrier, sawbrier, wild sarsaparilla",Smilacaceae
OZAR,Ozark National Scenic Riverways,Smilax hispida,bristly greenbrier,Smilacaceae
OZAR,Ozark National Scenic Riverways,Smilax lasioneura,"Blue Ridge carrionflower, Blue Ridge carrion-flower",Smilacaceae
OZAR,Ozark National Scenic Riverways,Smilax pulverulenta,downy carrionflower,Smilacaceae
OZAR,Ozark National Scenic Riverways,Asimina triloba,pawpaw,Annonaceae
OZAR,Ozark National Scenic Riverways,Acalypha gracilens var. monococca,,Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Acalypha rhomboidea,Virginia threeseed mercury,Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Acalypha virginica,"mercuryweed, threeseeded mercury, Virginia copperleaf, Virginia threeseed mercury, wax balls",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Chamaesyce maculata,"milk purslane, prostrate spurge, spotted sandmat, spotted spurge",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Chamaesyce nutans,"eyebane, nodding spurge, spotted sandmat, spotted spurge",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Croton capitatus,"capitate croton, doveweed, hogweed, hogwort, woolly croton",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Croton glandulosus var. septentrionalis,vente conmigo,Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Croton monanthogynus,"oneseeded croton, prairie tea, prairie-tea",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Crotonopsis elliptica,,Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Euphorbia commutata,"tinted euphorbia, tinted woodland spurge",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Euphorbia corollata,"false flowering spurge, southeastern flowering spurge",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Euphorbia cyathophora,"Mexican fireplant, painted euphorbia",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Euphorbia dentata,"toothed euphorbia, toothed spurge, toothedleaf poinsettia",Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Tragia cordata,heartleaf noseburn,Euphorbiaceae
OZAR,Ozark National Scenic Riverways,Hypericum drummondii,"Drummond's St. Johnswort, nits and lice",Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum gentianoides,"orangegrass, pinweed St. Johnswort",Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum gymnanthum,claspingleaf St. Johnswort,Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum hypericoides var. multicaule,,Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum mutilum,dwarf St. Johnswort,Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum perforatum,"common St. John's wort, common St. Johnswort, Klamath weed, Klamathweed, St. John's wort, St. Johnswort",Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum prolificum,shrubby St. Johnswort,Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum pseudomaculatum,false spotted St. Johnswort,Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum punctatum,spotted St. Johnswort,Hypericaceae
OZAR,Ozark National Scenic Riverways,Hypericum sphaerocarpum,roundseed St. Johnswort,Hypericaceae
OZAR,Ozark National Scenic Riverways,Linum medium var. texanum,"stiff yellow flax, sucker flas",Linaceae
OZAR,Ozark National Scenic Riverways,Linum sulcatum,"grooved flax, grooved yellow flax",Linaceae
OZAR,Ozark National Scenic Riverways,Passiflora lutea var. glabriflora,"passionflower, yellow passionflower",Passifloraceae
OZAR,Ozark National Scenic Riverways,Andrachne phyllanthoides,Missouri maidenbush,Phyllanthaceae
OZAR,Ozark National Scenic Riverways,Populus deltoides,"common cottonwood, eastern cottonwood, plains cottonwood",Salicaceae
OZAR,Ozark National Scenic Riverways,Salix caroliniana,coastal plain willow,Salicaceae
OZAR,Ozark National Scenic Riverways,Salix humilis,prairie willow,Salicaceae
OZAR,Ozark National Scenic Riverways,Salix interior,sandbar willow,Salicaceae
OZAR,Ozark National Scenic Riverways,Salix nigra,black willow,Salicaceae
OZAR,Ozark National Scenic Riverways,Hybanthus concolor,"eastern greenviolet, nodding violet",Violaceae
OZAR,Ozark National Scenic Riverways,Viola pedata,birdfoot violet,Violaceae
OZAR,Ozark National Scenic Riverways,Viola pubescens var. eriocarpon,,Violaceae
OZAR,Ozark National Scenic Riverways,Viola rafinesquei,,Violaceae
OZAR,Ozark National Scenic Riverways,Viola sagittata,"arrowleaf violet, arrow-leaved violet",Violaceae
OZAR,Ozark National Scenic Riverways,Viola sororia,"common blue violet, hooded blue violet",Violaceae
OZAR,Ozark National Scenic Riverways,Viola striata,striped cream violet,Violaceae
OZAR,Ozark National Scenic Riverways,Viola triloba,three-lobe violet,Violaceae
OZAR,Ozark National Scenic Riverways,Helianthemum bicknellii,hoary frostweed,Cistaceae
OZAR,Ozark National Scenic Riverways,Lechea mucronata,hairy pinweed,Cistaceae
OZAR,Ozark National Scenic Riverways,Lechea tenuifolia,narrowleaf pinweed,Cistaceae
OZAR,Ozark National Scenic Riverways,Abutilon theophrasti,"butterprint, buttonweed, China jute, Indian hemp, Indian mallow, pie-marker, velvetleaf, velvetleaf Indian mallow",Malvaceae
OZAR,Ozark National Scenic Riverways,Hibiscus lasiocarpos,"crimsoneyed rosemallow, woolly rose-mallow",Malvaceae
OZAR,Ozark National Scenic Riverways,Sida spinosa,"false mallow, Indian mallow, prickly fanpetals, prickly mallow, prickly sida",Malvaceae
OZAR,Ozark National Scenic Riverways,Tilia americana,American basswood,Malvaceae
OZAR,Ozark National Scenic Riverways,Dirca palustris,"eastern leatherwood, moosewood, wicopy",Thymelaeaceae
OZAR,Ozark National Scenic Riverways,Ammannia robusta,"grand redstem, longleaf ammannia",Lythraceae
OZAR,Ozark National Scenic Riverways,Cuphea viscosissima,blue waxweed,Lythraceae
OZAR,Ozark National Scenic Riverways,Circaea lutetiana ssp. canadensis,"broadleaf enchanter's nightshade, broad-leaf enchanter's-nightshade",Onagraceae
OZAR,Ozark National Scenic Riverways,Gaura longiflora,longflower beeblossom,Onagraceae
OZAR,Ozark National Scenic Riverways,Ludwigia alternifolia,"bushy seedbox, seedbox",Onagraceae
OZAR,Ozark National Scenic Riverways,Ludwigia palustris,"marsh primrose-willow, marsh seedbox",Onagraceae
OZAR,Ozark National Scenic Riverways,Oenothera biennis,"common evening primrose, common evening-primrose, hoary eveningprimrose, king's-cureall",Onagraceae
OZAR,Ozark National Scenic Riverways,Oenothera linifolia,"threadleaf evening primrose, threadleaf evening-primrose, threadleaf sundrop",Onagraceae
OZAR,Ozark National Scenic Riverways,Oenothera macrocarpa,"bigfruit evening primrose, bigfruit eveningprimrose, bigfruit evening-primrose",Onagraceae
OZAR,Ozark National Scenic Riverways,Nuphar lutea,"yellow cowlily, yellow pondlily, yellow pond-lily",Nymphaeaceae
OZAR,Ozark National Scenic Riverways,Botrychium virginianum,"common grapefern, rattlesnake fern",Ophioglossaceae
OZAR,Ozark National Scenic Riverways,Ophioglossum engelmannii,"adderstongue, limestone adderstongue, limestone adder's-tongue",Ophioglossaceae
OZAR,Ozark National Scenic Riverways,Osmunda regalis var. spectabilis,royal fern,Osmundaceae
OZAR,Ozark National Scenic Riverways,Oxalis fontana,"Dillen's oxalis, slender yellow woodsorrel, common yellow oxalis, erect woodsorrel, sheep sorrel, sourgrass, toad sorrel, upright yellow woodsorrel, upright yellow wood-sorrel, yellow woodsorrel",Oxalidaceae
OZAR,Ozark National Scenic Riverways,Oxalis violacea,"purple woodsorrel, violet woodsorrel, violet wood-sorrel",Oxalidaceae
OZAR,Ozark National Scenic Riverways,Juniperus virginiana,"eastern redcedar, eastern red-cedar, red cedar juniper",Cupressaceae
OZAR,Ozark National Scenic Riverways,Pinus echinata,"Arkansas pine, shortleaf pine, shortleaf yellow pine, shortstraw pine, southern yellow pine, yellow pine",Pinaceae
OZAR,Ozark National Scenic Riverways,Aristolochia serpentaria,"Virginia dutchman's pipe, Virginia snakeroot",Aristolochiaceae
OZAR,Ozark National Scenic Riverways,Aristolochia tomentosa,"common dutchman's pipe, woolly dutchman's pipe",Aristolochiaceae
OZAR,Ozark National Scenic Riverways,Asarum canadense,"Canadian wild ginger, Canadian wildginger",Aristolochiaceae
OZAR,Ozark National Scenic Riverways,Saururus cernuus,lizard's tail,Saururaceae
OZAR,Ozark National Scenic Riverways,Bulbostylis capillaris,"densetuft hairsedge, threadleaf beakseed",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex albicans,dry woods sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex albursina,white bear sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex amphibola,"amphibious sedge, eastern narrowleaf sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex annectens var. xanthocarpa,,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex blanda,"bland sedge, eastern woodland sedge, woodland sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex bushii,Bush's sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex careyana,Carey's sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex cephalophora,"ovalleaf sedge, oval-leaf sedge, oval-leaved sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex decomposita,cypressknee sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex digitalis var. digitalis,,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex eburnea,"bristleleaf sedge, bristle-leaf sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex glaucodea,blue sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex granularis,"limestone meadow sedge, limestone-meadow sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex grisea,eastern narrowleaf sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex hirsutella,"fuzzy wuzzy sedge, hirsute sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex hystericina,"bottlebrush sedge, porcupine sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex jamesii,James' sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex lupulina,hop sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex lurida,shallow sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex meadii,"Mead sedge, Mead's sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex muehlenbergii,Muhlenberg's sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex muehlenbergii var. enervis,Muhlenberg's sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex oligocarpa,"eastern few-fruit sedge, richwoods sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex planispicata,eastern narrowleaf sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex radiata,eastern star sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex retroflexa,reflexed sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex rosea,rosy sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex stricta,"upright sedge, uptight sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex torta,twisted sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Carex umbellata,parasol sedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Cyperus bipartitus,"brook flatsedge, shining flat sedge, slender flatsedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Cyperus esculentus,"chufa flatsedge, yellow nutgrass, yellow nutsedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Cyperus lupulinus ssp. macilentus,Great Plains flatsedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Cyperus refractus,reflexed flatsedge,Cyperaceae
OZAR,Ozark National Scenic Riverways,Cyperus squarrosus,"awned flat sedge, bearded flatsedge, bearded nutgrass",Cyperaceae
OZAR,Ozark National Scenic Riverways,Cyperus strigosus,"stawcolored flatsedge, strawcolor flatsedge, strawcolor nutgrass, strawcolored flatsedge, strawcolored nutgrass",Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis acicularis,"needle spikerush, needle spike-rush",Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis compressa,"flatstem spikerush, flat-stem spike-rush, flatstemmed spikesedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis erythropoda,"bald spikerush, bald spike-rush, spikesedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis lanceolata,daggerleaf spikerush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis ovata,"blunt spikerush, blunt spikesedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis smallii,Small's spikerush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Eleocharis verrucosa,slender spikerush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Fimbristylis autumnalis,slender fimbry,Cyperaceae
OZAR,Ozark National Scenic Riverways,Fuirena simplex,"western umbrellasedge, western umbrella-sedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Lipocarpha micrantha,"dwarf bulrush, smallflower halfchaff sedge, small-flower halfchaff sedge, smallflower hemicarpha",Cyperaceae
OZAR,Ozark National Scenic Riverways,Rhynchospora capillacea,"horned beakrush, needle beaksedge",Cyperaceae
OZAR,Ozark National Scenic Riverways,Schoenoplectus pungens,"common threesquare, Schoenoplectus",Cyperaceae
OZAR,Ozark National Scenic Riverways,Scirpus atrovirens,"dark-green bulrush, green bulrush",Cyperaceae
OZAR,Ozark National Scenic Riverways,Scirpus pendulus,drooping bulrush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Scirpus verecundus,,Cyperaceae
OZAR,Ozark National Scenic Riverways,Scleria ciliata,fringed nutrush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Scleria pauciflora,fewflower nutrush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Scleria triglomerata,whip nutrush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Scleria verticillata,low nutrush,Cyperaceae
OZAR,Ozark National Scenic Riverways,Juncus acuminatus,"sharp-fruit rush, tapertip rush",Juncaceae
OZAR,Ozark National Scenic Riverways,Juncus diffusissimus,slimpod rush,Juncaceae
OZAR,Ozark National Scenic Riverways,Juncus dudleyi,"Dudley rush, Dudley's rush",Juncaceae
OZAR,Ozark National Scenic Riverways,Juncus interior,inland rush,Juncaceae
OZAR,Ozark National Scenic Riverways,Juncus subcaudatus,woodland rush,Juncaceae
OZAR,Ozark National Scenic Riverways,Juncus tenuis,"field rush, path rush, poverty rush, slender rush, slender yard rush, wiregrass",Juncaceae
OZAR,Ozark National Scenic Riverways,Luzula bulbosa,bulbous woodrush,Juncaceae
OZAR,Ozark National Scenic Riverways,Agrostis elliottiana,"Elliot bentgrass, Elliott bentgrass, Elliott's bentgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Agrostis gigantea,"black bent, redtop, water bentgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Agrostis perennans,"autumm bentgrass, upland bent, upland bentgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Andropogon gerardii,big bluestem,Poaceae
OZAR,Ozark National Scenic Riverways,Andropogon scoparius,little bluestem,Poaceae
OZAR,Ozark National Scenic Riverways,Andropogon virginicus,"broomsedge, broomsedge bluestem",Poaceae
OZAR,Ozark National Scenic Riverways,Aristida dichotoma,churchmouse threeawn,Poaceae
OZAR,Ozark National Scenic Riverways,Aristida dichotoma var. curtissii,Curtis' threeawn,Poaceae
OZAR,Ozark National Scenic Riverways,Aristida purpurascens,arrowfeather threeawn,Poaceae
OZAR,Ozark National Scenic Riverways,Arundinaria gigantea,giant cane,Poaceae
OZAR,Ozark National Scenic Riverways,Bouteloua curtipendula,sideoats grama,Poaceae
OZAR,Ozark National Scenic Riverways,Brachyelytrum erectum,bearded shorthusk,Poaceae
OZAR,Ozark National Scenic Riverways,Bromus japonicus,"Japanese brome, Japanese bromegrass, Japanese chess",Poaceae
OZAR,Ozark National Scenic Riverways,Bromus nottowayanus,Nottoway Valley brome,Poaceae
OZAR,Ozark National Scenic Riverways,Bromus pubescens,"hairy wood brome grass, hairy woodland brome",Poaceae
OZAR,Ozark National Scenic Riverways,Bromus tectorum,"cheat grass, cheatgrass, downy brome, early chess, military grass, wild oats",Poaceae
OZAR,Ozark National Scenic Riverways,Calamagrostis insperata,,Poaceae
OZAR,Ozark National Scenic Riverways,Cenchrus longispinus,"burgrass, field sandbur, innocent-weed, longspine sandbur, mat sandbur, sandbur",Poaceae
OZAR,Ozark National Scenic Riverways,Chasmanthium latifolium,"broadleaf uniola, Indian woodoats, Indian wood-oats",Poaceae
OZAR,Ozark National Scenic Riverways,Cinna arundinacea,sweet woodreed,Poaceae
OZAR,Ozark National Scenic Riverways,Dactylis glomerata,"cocksfoot, orchard grass, orchardgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Danthonia spicata,"poverty danthonia, poverty oatgrass, poverty wild oat grass",Poaceae
OZAR,Ozark National Scenic Riverways,Diarrhena obovata,obovate beakgrain,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium boscii,Bosc's panicgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium clandestinum,deertongue,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium commutatum,variable panicgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium commutatum var. ashei,,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium depauperatum,starved panicgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium dichotomum var. barbulatum,,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium lanuginosum var. fasciculatum,,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium lanuginosum var. lindheimeri,Lindheimer panicgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium laxiflorum,openflower rosette grass,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium linearifolium,"slimleaf panicgrass, slimleaf panicum, slim-leaf rosette grass",Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium malacophyllum,softleaf rosette grass,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium microcarpon,,Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium oligosanthes var. scribnerianum,"Heller's rosette grass, Scribner panic, Scribner panicum, Scribners panicum, Scribner's panicum, Scribner's rosette grass",Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium polyanthes,"roundseed panicgrass, roundseed panicum",Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium sphaerocarpon,"roundseed panicgrass, roundseed panicum",Poaceae
OZAR,Ozark National Scenic Riverways,Dichanthelium villosissimum,"whitehair rosette grass, white-hair rosette grass",Poaceae
OZAR,Ozark National Scenic Riverways,Digitaria filiformis,slender crabgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Digitaria ischaemum,"small crabgrass, smooth crab grass, smooth crabgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Digitaria sanguinalis,"crabgrass, hairy crab grass, hairy crabgrass, large crabgrass, purple crabgrass, redhair crabgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Echinochloa crus-galli,"barnyard grass, barnyardgrass, cockspur, Japanese millet, large barnyard grass, watergrass",Poaceae
OZAR,Ozark National Scenic Riverways,Echinochloa muricata,rough barnyardgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Eleusine indica,"crowsfoot grass, goose grass, goosegrass, Indian goose grass, Indian goosegrass, manienie ali'I, silver crabgrass, wiregrass",Poaceae
OZAR,Ozark National Scenic Riverways,Elymus hystrix,"eastern bottlebrush grass, eastern bottle-brush grass",Poaceae
OZAR,Ozark National Scenic Riverways,Elymus virginicus,"Virginia wild rye, Virginia wildrye",Poaceae
OZAR,Ozark National Scenic Riverways,Elymus virginicus var. glabriflorus,,Poaceae
OZAR,Ozark National Scenic Riverways,Eragrostis capillaris,"lace grass, lacegrass",Poaceae
OZAR,Ozark National Scenic Riverways,Eragrostis frankii,sandbar lovegrass,Poaceae
OZAR,Ozark National Scenic Riverways,Eragrostis spectabilis,"petticoat-climber, purple lovegrass",Poaceae
OZAR,Ozark National Scenic Riverways,Erianthus alopecuroides,,Poaceae
OZAR,Ozark National Scenic Riverways,Festuca arundinacea,"Alta fescue, coarse fescue, reed fescue, tall fescue",Poaceae
OZAR,Ozark National Scenic Riverways,Festuca paradoxa,"cluster fescue, clustered fescue",Poaceae
OZAR,Ozark National Scenic Riverways,Festuca subverticillata,nodding fescue,Poaceae
OZAR,Ozark National Scenic Riverways,Glyceria striata,fowl mannagrass,Poaceae
OZAR,Ozark National Scenic Riverways,Gymnopogon ambiguus,bearded skeletongrass,Poaceae
OZAR,Ozark National Scenic Riverways,Leersia oryzoides,"rice cut grass, rice cutgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Leersia virginica,"white grass, whitegrass",Poaceae
OZAR,Ozark National Scenic Riverways,Leptoloma cognatum,"Carolina crabgrass, fall witchgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Melica nitens,"shining oniongrass, threeflower melic, threeflower melicgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Muhlenbergia bushii,nodding muhly,Poaceae
OZAR,Ozark National Scenic Riverways,Muhlenbergia capillaris,hairawn muhly,Poaceae
OZAR,Ozark National Scenic Riverways,Muhlenbergia frondosa,"wirestem muhly, wire-stem muhly",Poaceae
OZAR,Ozark National Scenic Riverways,Muhlenbergia schreberi,"nimblewill, nimblewill muhly",Poaceae
OZAR,Ozark National Scenic Riverways,Muhlenbergia sobolifera,rock muhly,Poaceae
OZAR,Ozark National Scenic Riverways,Oryzopsis racemosa,,Poaceae
OZAR,Ozark National Scenic Riverways,Panicum anceps,"beaked panicgrass, beaked panicum",Poaceae
OZAR,Ozark National Scenic Riverways,Panicum capillare,"annual witchgrass, common panic grass, common witchgrass, panicgrass, ticklegrass, tumble panic, tumbleweed grass, witches hair, witchgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Panicum dichotomiflorum,"fall panic, fall panicgrass, fall panicum, western witchgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Panicum flexile,"wiry panic grass, wiry panicgrass, wiry witch grass",Poaceae
OZAR,Ozark National Scenic Riverways,Panicum gattingeri,Gattinger's panicgrass,Poaceae
OZAR,Ozark National Scenic Riverways,Panicum philadelphicum,"Philadelphia panic grass, Philadelphia panicgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Panicum praecocius,,Poaceae
OZAR,Ozark National Scenic Riverways,Panicum rigidulum,"redtop panicgrass, redtop panicum",Poaceae
OZAR,Ozark National Scenic Riverways,Panicum virgatum,"old switch panic grass, switchgrass",Poaceae
OZAR,Ozark National Scenic Riverways,Paspalum laeve,field paspalum,Poaceae
